node_id,subdistrict_id,total_population,vulnerable_population,non_vulnerable_population
N-99.8800749-20.3814248,TH570904,2.718,2.718,0.0
N-99.8808639-20.3805411,TH570904,11.186,0.0,11.186
N-99.8841163-20.3810850,TH570904,34.54,0.0,34.54
N-99.8858610-20.3817246,TH570904,11.828,0.0,11.828
N-99.8867618-20.3815685,TH570904,5.428,0.0,5.428
N-99.8875890-20.3817224,TH570904,6.027,0.0,6.027
N-99.8881576-20.3820128,TH570904,5.633,0.0,5.633
N-99.8890821-20.3817570,TH570904,4.818,0.0,4.818
N-99.8900077-20.3813968,TH570904,14.217,0.0,14.217
N-99.8925422-20.3820846,TH570904,2.905,0.0,2.905
N-99.8926589-20.3818781,TH570904,2.831,0.0,2.831
N-99.8928070-20.3815685,TH570904,6.318,0.0,6.318
N-99.8946964-20.3821205,TH570904,5.387,0.0,5.387
N-99.8957825-20.3823628,TH570904,3.158,0.0,3.158
N-99.8975981-20.3814291,TH570904,14.069,0.0,14.069
N-99.8981892-20.3816805,TH570904,4.342,0.0,4.342
N-99.8990945-20.3815595,TH570904,4.091,0.0,4.091
N-99.9001128-20.3815792,TH570904,3.711,0.0,3.711
N-99.9008979-20.3819390,TH570904,3.621,0.0,3.621
N-99.9016963-20.3816080,TH570904,3.465,0.0,3.465
N-99.9023298-20.3813396,TH570904,3.051,0.0,3.051
N-99.9030482-20.3810737,TH570904,3.821,0.0,3.821
N-99.9040138-20.3807518,TH570904,4.94,0.0,4.94
N-99.9060789-20.3812884,TH570904,5.813,0.0,5.813
N-99.9078944-20.3816298,TH570904,2.182,0.0,2.182
N-99.9080872-20.3815186,TH570904,1.065,0.0,1.065
N-99.9100753-20.3817423,TH570904,0.997,0.0,0.997
N-99.9108482-20.3816914,TH570904,0.832,0.0,0.832
N-99.9112290-20.3816970,TH570904,0.783,0.0,0.783
N-99.8677099-20.3809227,TH570904,0.637,0.637,0.0
N-99.8680976-20.3807943,TH570904,7.367,7.367,0.0
N-99.8726293-20.3808032,TH570904,0.849,0.0,0.849
N-99.8737049-20.3804335,TH570904,2.141,1.095,1.046
N-99.8742340-20.3807529,TH570904,1.085,0.0,1.085
N-99.8750440-20.3806422,TH570904,2.255,0.0,2.255
N-99.8757166-20.3804901,TH570904,1.173,1.173,0.0
N-99.8766661-20.3807962,TH570904,1.254,0.0,1.254
N-99.8769296-20.3808654,TH570904,2.068,2.068,0.0
N-99.8791817-20.3813100,TH570904,2.601,0.0,2.601
N-99.8800749-20.3807741,TH570904,2.787,2.787,0.0
N-99.8842987-20.3810803,TH570904,5.873,0.0,5.873
N-99.8858508-20.3808908,TH570904,5.902,0.0,5.902
N-99.8867394-20.3808908,TH570904,5.488,0.0,5.488
N-99.8876002-20.3810403,TH570904,5.939,0.0,5.939
N-99.8885180-20.3811913,TH570904,5.535,0.0,5.535
N-99.8889209-20.3808312,TH570904,4.748,0.0,4.748
N-99.8931705-20.3807113,TH570904,5.314,0.0,5.314
N-99.8941489-20.3798945,TH570904,5.514,0.0,5.514
N-99.8952276-20.3803694,TH570904,12.031,0.0,12.031
N-99.8987804-20.3806754,TH570904,7.08,0.0,7.08
N-99.8988873-20.3809763,TH570904,3.691,0.0,3.691
N-99.8998973-20.3809793,TH570904,3.215,0.0,3.215
N-99.9007498-20.3811491,TH570904,3.174,0.0,3.174
N-99.9022226-20.3813889,TH570904,3.088,0.0,3.088
N-99.9026916-20.3812057,TH570904,2.184,0.0,2.184
N-99.9049848-20.3803344,TH570904,1.466,0.0,1.466
N-99.9088252-20.3812688,TH570904,1.044,0.0,1.044
N-99.9091553-20.3811571,TH570904,1.024,0.0,1.024
N-99.9098433-20.3809015,TH570904,0.975,0.0,0.975
N-99.9112679-20.3814620,TH570904,0.811,0.0,0.811
N-99.9118016-20.3811577,TH570904,0.752,0.0,0.752
N-99.9122912-20.3810749,TH570904,1.465,0.0,1.465
N-99.9161340-20.3789760,TH570904,4.688,0.0,4.688
N-99.8456812-20.3763515,TH570904,25.549,25.549,0.0
N-99.8677446-20.3808314,TH570904,30.043,27.655,2.388
N-99.8719749-20.3799571,TH570904,6.236,3.001,3.235
N-99.8724362-20.3801306,TH570904,0.879,0.0,0.879
N-99.8730209-20.3800740,TH570904,1.088,0.0,1.088
N-99.8758607-20.3804675,TH570904,1.171,1.171,0.0
N-99.8770247-20.3799482,TH570904,6.7,2.091,4.609
N-99.8799644-20.3800438,TH570904,5.357,0.0,5.357
N-99.8807346-20.3800964,TH570904,6.443,0.0,6.443
N-99.8841986-20.3799651,TH570904,20.052,0.0,20.052
N-99.8843794-20.3799825,TH570904,5.514,0.0,5.514
N-99.8857273-20.3798848,TH570904,5.508,0.0,5.508
N-99.8869367-20.3798804,TH570904,4.967,0.0,4.967
N-99.8874995-20.3797836,TH570904,5.537,0.0,5.537
N-99.8885091-20.3800681,TH570904,4.694,0.0,4.694
N-99.8885870-20.3800942,TH570904,4.428,0.0,4.428
N-99.8899857-20.3794703,TH570904,3.774,0.0,3.774
N-99.8900368-20.3794362,TH570904,3.683,0.0,3.683
N-99.8926620-20.3797806,TH570904,6.276,0.0,6.276
N-99.8935474-20.3798436,TH570904,2.948,0.0,2.948
N-99.8970346-20.3795040,TH570904,6.358,0.0,6.358
N-99.8995273-20.3799489,TH570904,3.488,0.0,3.488
N-99.9002973-20.3797015,TH570904,3.169,0.0,3.169
N-99.9006556-20.3797982,TH570904,2.94,0.0,2.94
N-99.9019398-20.3796566,TH570904,4.494,0.0,4.494
N-99.9024694-20.3796297,TH570904,2.956,0.0,2.956
N-99.9051262-20.3802670,TH570904,1.31,0.0,1.31
N-99.9056675-20.3800543,TH570904,1.316,0.0,1.316
N-99.9061706-20.3797588,TH570904,1.075,0.0,1.075
N-99.9068677-20.3793488,TH570904,2.043,0.0,2.043
N-99.9088048-20.3802660,TH570904,2.029,0.0,2.029
N-99.9097875-20.3799658,TH570904,1.864,0.0,1.864
N-99.9109957-20.3799714,TH570904,0.751,0.0,0.751
N-99.9115616-20.3798842,TH570904,0.715,0.0,0.715
N-99.9119936-20.3797968,TH570904,2.211,0.0,2.211
N-99.9177204-20.3792149,TH570904,1.629,0.0,1.629
N-99.8679361-20.3807933,TH570904,3.733,3.733,0.0
N-99.8727259-20.3796466,TH570904,0.926,0.0,0.926
N-99.8731289-20.3792952,TH570904,1.091,0.0,1.091
N-99.8747768-20.3791750,TH570904,1.119,0.0,1.119
N-99.8750149-20.3791619,TH570904,1.162,0.0,1.162
N-99.8755613-20.3789693,TH570904,2.369,2.369,0.0
N-99.8788990-20.3783498,TH570904,4.813,0.0,4.813
N-99.8802200-20.3791049,TH570904,8.229,0.0,8.229
N-99.8804294-20.3792886,TH570904,2.817,0.0,2.817
N-99.8806942-20.3798227,TH570904,3.371,0.0,3.371
N-99.8845314-20.3791809,TH570904,26.521,0.0,26.521
N-99.8860034-20.3791918,TH570904,4.675,0.0,4.675
N-99.8871468-20.3790871,TH570904,4.423,0.0,4.423
N-99.8875102-20.3790444,TH570904,8.482,0.0,8.482
N-99.8883018-20.3793690,TH570904,4.635,0.0,4.635
N-99.8890731-20.3792033,TH570904,4.122,0.0,4.122
N-99.8898957-20.3789825,TH570904,3.777,0.0,3.777
N-99.8910931-20.3785293,TH570904,3.663,0.0,3.663
N-99.8919447-20.3788995,TH570904,3.055,0.0,3.055
N-99.8920613-20.3789502,TH570904,2.953,0.0,2.953
N-99.8932468-20.3794861,TH570904,2.963,0.0,2.963
N-99.8945626-20.3791940,TH570904,5.296,0.0,5.296
N-99.8970391-20.3788668,TH570904,6.215,0.0,6.215
N-99.8975686-20.3792213,TH570904,3.236,0.0,3.236
N-99.8981341-20.3789296,TH570904,3.254,0.0,3.254
N-99.8992025-20.3790446,TH570904,3.224,0.0,3.224
N-99.9002703-20.3790373,TH570904,3.071,0.0,3.071
N-99.9003107-20.3793470,TH570904,2.5,0.0,2.5
N-99.9025906-20.3792841,TH570904,1.46,0.0,1.46
N-99.9032593-20.3789475,TH570904,1.422,0.0,1.422
N-99.9037126-20.3787950,TH570904,1.337,0.0,1.337
N-99.9050323-20.3786961,TH570904,1.238,0.0,1.238
N-99.9055930-20.3787950,TH570904,1.213,0.0,1.213
N-99.9072849-20.3791136,TH570904,0.99,0.0,0.99
N-99.9079430-20.3787363,TH570904,0.969,0.0,0.969
N-99.9102819-20.3793563,TH570904,0.863,0.0,0.863
N-99.9106803-20.3792463,TH570904,0.738,0.0,0.738
N-99.9116904-20.3791274,TH570904,0.704,0.0,0.704
N-99.9118969-20.3793813,TH570904,1.457,0.0,1.457
N-99.9156817-20.3783729,TH570904,2.275,0.0,2.275
N-99.9158282-20.3785341,TH570904,0.761,0.0,0.761
N-99.9184212-20.3791373,TH570904,1.09,0.0,1.09
N-99.8731095-20.3786509,TH570904,1.784,0.0,1.784
N-99.8733116-20.3782749,TH570904,5.162,3.144,2.018
N-99.8747721-20.3783783,TH570904,2.306,1.141,1.165
N-99.8771433-20.3779358,TH570904,3.465,0.0,3.465
N-99.8804115-20.3792258,TH570904,3.615,0.0,3.615
N-99.8847947-20.3778212,TH570904,5.226,0.0,5.226
N-99.8849621-20.3778077,TH570904,4.938,0.0,4.938
N-99.8857724-20.3777826,TH570904,4.641,0.0,4.641
N-99.8867292-20.3775937,TH570904,8.416,0.0,8.416
N-99.8882760-20.3789438,TH570904,4.06,0.0,4.06
N-99.8897156-20.3786461,TH570904,4.037,0.0,4.037
N-99.8901188-20.3785661,TH570904,3.665,0.0,3.665
N-99.8907624-20.3783856,TH570904,3.62,0.0,3.62
N-99.8912655-20.3781412,TH570904,2.835,0.0,2.835
N-99.8922927-20.3782315,TH570904,2.754,0.0,2.754
N-99.8931092-20.3779817,TH570904,2.77,0.0,2.77
N-99.8936953-20.3775436,TH570904,2.594,0.0,2.594
N-99.8947824-20.3774383,TH570904,2.593,0.0,2.593
N-99.8968918-20.3785326,TH570904,5.425,0.0,5.425
N-99.8973775-20.3782929,TH570904,2.925,0.0,2.925
N-99.8982239-20.3782923,TH570904,3.028,0.0,3.028
N-99.8992938-20.3783389,TH570904,2.771,0.0,2.771
N-99.9001941-20.3783910,TH570904,2.528,0.0,2.528
N-99.9004895-20.3784339,TH570904,2.253,0.0,2.253
N-99.9014555-20.3775015,TH570904,4.399,0.0,4.399
N-99.9026893-20.3780051,TH570904,1.507,0.0,1.507
N-99.9036811-20.3782474,TH570904,1.384,0.0,1.384
N-99.9043319-20.3784314,TH570904,1.283,0.0,1.283
N-99.9049781-20.3782878,TH570904,1.228,0.0,1.228
N-99.9057725-20.3785481,TH570904,1.212,0.0,1.212
N-99.9066656-20.3783507,TH570904,0.997,0.0,0.997
N-99.9072400-20.3784494,TH570904,0.988,0.0,0.988
N-99.9084306-20.3784488,TH570904,0.972,0.0,0.972
N-99.9088150-20.3782174,TH570904,0.911,0.0,0.911
N-99.9095660-20.3776542,TH570904,0.855,0.0,0.855
N-99.9111097-20.3790708,TH570904,0.704,0.0,0.704
N-99.9115777-20.3790318,TH570904,0.691,0.0,0.691
N-99.9118218-20.3791525,TH570904,0.699,0.0,0.699
N-99.9118439-20.3791732,TH570904,0.741,0.0,0.741
N-99.9157773-20.3783609,TH570904,0.779,0.0,0.779
N-99.9160306-20.3785108,TH570904,0.798,0.0,0.798
N-99.9175646-20.3783340,TH570904,0.81,0.0,0.81
N-99.9183830-20.3787192,TH570904,1.1,0.0,1.1
N-99.8731765-20.3785076,TH570904,1.489,1.489,0.0
N-99.8738940-20.3772718,TH570904,5.586,3.323,2.263
N-99.8750243-20.3776034,TH570904,1.162,0.0,1.162
N-99.8752251-20.3776691,TH570904,1.225,1.225,0.0
N-99.8771556-20.3774440,TH570904,1.314,0.0,1.314
N-99.8775182-20.3775797,TH570904,2.177,0.0,2.177
N-99.8791605-20.3775685,TH570904,2.566,0.0,2.566
N-99.8796675-20.3771800,TH570904,2.734,0.0,2.734
N-99.8803541-20.3770317,TH570904,9.735,0.0,9.735
N-99.8817958-20.3757053,TH570904,27.601,0.0,27.601
N-99.8846758-20.3774935,TH570904,17.113,0.0,17.113
N-99.8850475-20.3775204,TH570904,4.999,0.0,4.999
N-99.8857864-20.3775080,TH570904,4.444,0.0,4.444
N-99.8869975-20.3776067,TH570904,4.031,0.0,4.031
N-99.8884480-20.3776770,TH570904,3.659,0.0,3.659
N-99.8889613-20.3777500,TH570904,3.949,0.0,3.949
N-99.8896880-20.3779311,TH570904,3.188,0.0,3.188
N-99.8906174-20.3772723,TH570904,2.829,0.0,2.829
N-99.8912711-20.3775028,TH570904,2.739,0.0,2.739
N-99.8929970-20.3774622,TH570904,4.316,0.0,4.316
N-99.8940187-20.3774104,TH570904,1.928,0.0,1.928
N-99.8949779-20.3773661,TH570904,2.057,0.0,2.057
N-99.8959260-20.3769551,TH570904,2.131,0.0,2.131
N-99.8968565-20.3769809,TH570904,4.502,0.0,4.502
N-99.8974423-20.3769965,TH570904,4.586,0.0,4.586
N-99.8982310-20.3778716,TH570904,2.618,0.0,2.618
N-99.8987820-20.3776272,TH570904,2.574,0.0,2.574
N-99.9000998-20.3776102,TH570904,2.45,0.0,2.45
N-99.9003714-20.3774312,TH570904,2.474,0.0,2.474
N-99.9026400-20.3775653,TH570904,1.417,0.0,1.417
N-99.9034208-20.3773140,TH570904,1.363,0.0,1.363
N-99.9041838-20.3775563,TH570904,1.312,0.0,1.312
N-99.9049108-20.3774217,TH570904,1.202,0.0,1.202
N-99.9056334-20.3767575,TH570904,2.158,0.0,2.158
N-99.9069009-20.3779781,TH570904,0.991,0.0,0.991
N-99.9073927-20.3777297,TH570904,0.983,0.0,0.983
N-99.9083119-20.3775893,TH570904,0.96,0.0,0.96
N-99.9087928-20.3775922,TH570904,0.892,0.0,0.892
N-99.9099683-20.3773776,TH570904,0.842,0.0,0.842
N-99.9106433-20.3772307,TH570904,0.693,0.0,0.693
N-99.9116038-20.3770172,TH570904,1.332,0.0,1.332
N-99.9129701-20.3767136,TH570904,1.392,0.0,1.392
N-99.9132406-20.3766535,TH570904,2.182,0.0,2.182
N-99.9145174-20.3764272,TH570904,2.222,0.0,2.222
N-99.9155840-20.3771320,TH570904,1.53,0.0,1.53
N-99.9170611-20.3770171,TH570904,1.619,0.0,1.619
N-99.9192876-20.3777697,TH570904,1.085,0.0,1.085
N-99.9193322-20.3776442,TH570904,1.139,0.0,1.139
N-99.9199247-20.3775009,TH570904,1.146,0.0,1.146
N-99.8741046-20.3768293,TH570904,4.781,2.518,2.263
N-99.8750943-20.3766447,TH570904,1.199,0.0,1.199
N-99.8757442-20.3763505,TH570904,1.258,0.0,1.258
N-99.8767164-20.3766771,TH570904,1.316,0.0,1.316
N-99.8771750-20.3769983,TH570904,2.172,2.172,0.0
N-99.8798872-20.3768150,TH570904,2.608,0.0,2.608
N-99.8799732-20.3766721,TH570904,2.706,0.0,2.706
N-99.8849381-20.3770678,TH570904,10.252,0.0,10.252
N-99.8858511-20.3764821,TH570904,4.345,0.0,4.345
N-99.8866660-20.3769424,TH570904,4.312,0.0,4.312
N-99.8878718-20.3763082,TH570904,3.661,0.0,3.661
N-99.8879943-20.3770977,TH570904,3.294,0.0,3.294
N-99.8889020-20.3757436,TH570904,6.07,0.0,6.07
N-99.8905136-20.3764747,TH570904,2.169,0.0,2.169
N-99.8905639-20.3768617,TH570904,1.98,0.0,1.98
N-99.8915207-20.3762787,TH570904,1.908,0.0,1.908
N-99.8926151-20.3764915,TH570904,1.883,0.0,1.883
N-99.8931620-20.3765316,TH570904,1.801,0.0,1.801
N-99.8942618-20.3765612,TH570904,1.381,0.0,1.381
N-99.8949298-20.3768113,TH570904,1.392,0.0,1.392
N-99.8960770-20.3766324,TH570904,1.42,0.0,1.42
N-99.8984621-20.3766829,TH570904,1.971,0.0,1.971
N-99.8985081-20.3766723,TH570904,1.931,0.0,1.931
N-99.9002895-20.3766994,TH570904,3.584,0.0,3.584
N-99.9013821-20.3765718,TH570904,1.664,0.0,1.664
N-99.9030491-20.3765403,TH570904,1.413,0.0,1.413
N-99.9033822-20.3768393,TH570904,1.111,0.0,1.111
N-99.9041210-20.3771389,TH570904,1.063,0.0,1.063
N-99.9051846-20.3768382,TH570904,0.982,0.0,0.982
N-99.9065130-20.3766677,TH570904,0.89,0.0,0.89
N-99.9065173-20.3766038,TH570904,0.85,0.0,0.85
N-99.9088646-20.3768113,TH570904,1.641,0.0,1.641
N-99.9096087-20.3771692,TH570904,0.754,0.0,0.754
N-99.9111327-20.3771219,TH570904,0.685,0.0,0.685
N-99.9151928-20.3763566,TH570904,1.447,0.0,1.447
N-99.9155656-20.3767241,TH570904,0.734,0.0,0.734
N-99.9170304-20.3766149,TH570904,3.148,0.0,3.148
N-99.9192766-20.3765894,TH570904,2.196,0.0,2.196
N-99.9197400-20.3765334,TH570904,1.152,0.0,1.152
N-99.9209505-20.3764259,TH570904,1.185,0.0,1.185
N-99.8744184-20.3760988,TH570904,5.995,4.823,1.172
N-99.8749709-20.3762497,TH570904,1.227,0.0,1.227
N-99.8760360-20.3757493,TH570904,1.293,0.0,1.293
N-99.8765310-20.3756705,TH570904,1.323,1.323,0.0
N-99.8774744-20.3760251,TH570904,2.237,0.0,2.237
N-99.8782325-20.3758964,TH570904,5.278,0.0,5.278
N-99.8801736-20.3754560,TH570904,3.362,0.0,3.362
N-99.8807807-20.3759590,TH570904,3.369,0.0,3.369
N-99.8842286-20.3745952,TH570904,15.793,0.0,15.793
N-99.8857411-20.3757226,TH570904,10.578,0.0,10.578
N-99.8865302-20.3757500,TH570904,4.303,0.0,4.303
N-99.8878716-20.3759405,TH570904,3.799,0.0,3.799
N-99.8884039-20.3758504,TH570904,3.463,0.0,3.463
N-99.8899312-20.3755229,TH570904,2.321,0.0,2.321
N-99.8911755-20.3759794,TH570904,2.282,0.0,2.282
N-99.8917478-20.3760824,TH570904,1.856,0.0,1.856
N-99.8925248-20.3759209,TH570904,1.918,0.0,1.918
N-99.8932346-20.3758377,TH570904,1.884,0.0,1.884
N-99.8942934-20.3759547,TH570904,1.386,0.0,1.386
N-99.8950909-20.3758367,TH570904,1.387,0.0,1.387
N-99.8958134-20.3759441,TH570904,1.401,0.0,1.401
N-99.8961407-20.3756602,TH570904,1.408,0.0,1.408
N-99.8979654-20.3758521,TH570904,1.875,0.0,1.875
N-99.8984297-20.3759044,TH570904,3.515,0.0,3.515
N-99.9002514-20.3759497,TH570904,1.73,0.0,1.73
N-99.9013132-20.3756988,TH570904,1.663,0.0,1.663
N-99.9013326-20.3759445,TH570904,1.669,0.0,1.669
N-99.9029893-20.3756272,TH570904,1.14,0.0,1.14
N-99.9035291-20.3758826,TH570904,1.088,0.0,1.088
N-99.9035954-20.3758939,TH570904,1.047,0.0,1.047
N-99.9050649-20.3758604,TH570904,0.972,0.0,0.972
N-99.9059859-20.3757720,TH570904,0.958,0.0,0.958
N-99.9066701-20.3757073,TH570904,0.884,0.0,0.884
N-99.9074392-20.3756869,TH570904,1.672,0.0,1.672
N-99.9085339-20.3757837,TH570904,0.82,0.0,0.82
N-99.9092967-20.3757584,TH570904,1.527,0.0,1.527
N-99.9108175-20.3754189,TH570904,0.681,0.0,0.681
N-99.9113009-20.3753359,TH570904,0.662,0.0,0.662
N-99.9126603-20.3750456,TH570904,0.684,0.0,0.684
N-99.9161535-20.3762562,TH570904,1.459,0.0,1.459
N-99.9162343-20.3762517,TH570904,3.843,0.0,3.843
N-99.9191980-20.3760849,TH570904,10.362,0.0,10.362
N-99.9200856-20.3760349,TH570904,3.474,0.0,3.474
N-99.9211907-20.3758841,TH570904,2.971,0.0,2.971
N-99.8712842-20.3704866,TH570904,40.137,36.638,3.499
N-99.8729213-20.3717035,TH570904,10.107,7.901,2.206
N-99.8749606-20.3749130,TH570904,2.421,0.0,2.421
N-99.8758726-20.3749438,TH570904,1.307,1.307,0.0
N-99.8767692-20.3749219,TH570904,3.913,0.0,3.913
N-99.8784766-20.3750767,TH570904,2.7,0.0,2.7
N-99.8785570-20.3749887,TH570904,3.071,0.0,3.071
N-99.8801643-20.3751233,TH570904,3.42,0.0,3.42
N-99.8809428-20.3751383,TH570904,3.764,0.0,3.764
N-99.8812683-20.3750550,TH570904,4.186,0.0,4.186
N-99.8817415-20.3744953,TH570904,4.48,0.0,4.48
N-99.8853641-20.3748583,TH570904,4.979,0.0,4.979
N-99.8858665-20.3749016,TH570904,4.594,0.0,4.594
N-99.8864412-20.3749381,TH570904,4.292,0.0,4.292
N-99.8876738-20.3750101,TH570904,4.059,0.0,4.059
N-99.8882443-20.3751201,TH570904,3.661,0.0,3.661
N-99.8892414-20.3749256,TH570904,2.943,0.0,2.943
N-99.8899664-20.3747842,TH570904,2.348,0.0,2.348
N-99.8907113-20.3746865,TH570904,2.261,0.0,2.261
N-99.8918971-20.3749269,TH570904,2.027,0.0,2.027
N-99.8922728-20.3749447,TH570904,1.817,0.0,1.817
N-99.8936185-20.3748867,TH570904,1.828,0.0,1.828
N-99.8940772-20.3751609,TH570904,1.346,0.0,1.346
N-99.8951260-20.3754553,TH570904,1.323,0.0,1.323
N-99.8957578-20.3749799,TH570904,1.378,0.0,1.378
N-99.8961748-20.3751387,TH570904,1.35,0.0,1.35
N-99.8979056-20.3753834,TH570904,1.377,0.0,1.377
N-99.8982488-20.3753887,TH570904,1.254,0.0,1.254
N-99.8986665-20.3742096,TH570904,2.424,0.0,2.424
N-99.9003190-20.3750546,TH570904,1.227,0.0,1.227
N-99.9012606-20.3750318,TH570904,2.427,0.0,2.427
N-99.9026985-20.3747590,TH570904,2.182,0.0,2.182
N-99.9033486-20.3750398,TH570904,1.061,0.0,1.061
N-99.9045874-20.3748995,TH570904,0.988,0.0,0.988
N-99.9049755-20.3749940,TH570904,0.958,0.0,0.958
N-99.9065848-20.3748310,TH570904,0.952,0.0,0.952
N-99.9066049-20.3748776,TH570904,0.87,0.0,0.87
N-99.9085333-20.3756589,TH570904,0.807,0.0,0.807
N-99.9091653-20.3744686,TH570904,0.766,0.0,0.766
N-99.9107877-20.3752579,TH570904,1.424,0.0,1.424
N-99.9112801-20.3751603,TH570904,0.653,0.0,0.653
N-99.9126393-20.3749328,TH570904,0.675,0.0,0.675
N-99.9129298-20.3749861,TH570904,0.716,0.0,0.716
N-99.9141373-20.3741722,TH570904,3.628,0.0,3.628
N-99.9222099-20.3749537,TH570904,8.313,0.0,8.313
N-99.8745279-20.3737147,TH570904,5.217,4.048,1.168
N-99.8750893-20.3742592,TH570904,1.251,0.0,1.251
N-99.8764657-20.3742609,TH570904,2.746,1.327,1.419
N-99.8770541-20.3741690,TH570904,2.595,2.595,0.0
N-99.8784598-20.3742478,TH570904,2.691,0.0,2.691
N-99.8790575-20.3742784,TH570904,2.716,0.0,2.716
N-99.8794264-20.3743747,TH570904,3.596,0.0,3.596
N-99.8812030-20.3749460,TH570904,3.82,0.0,3.82
N-99.8818461-20.3743746,TH570904,4.901,0.0,4.901
N-99.8822357-20.3738874,TH570904,4.92,0.0,4.92
N-99.8837860-20.3736875,TH570904,11.122,0.0,11.122
N-99.8845947-20.3742545,TH570904,5.342,0.0,5.342
N-99.8848679-20.3741006,TH570904,4.982,0.0,4.982
N-99.8860666-20.3737746,TH570904,4.334,0.0,4.334
N-99.8870435-20.3743652,TH570904,4.301,0.0,4.301
N-99.8875172-20.3740555,TH570904,4.713,0.0,4.713
N-99.8885990-20.3743352,TH570904,4.298,0.0,4.298
N-99.8890692-20.3742355,TH570904,3.209,0.0,3.209
N-99.8900121-20.3740356,TH570904,2.419,0.0,2.419
N-99.8906437-20.3741883,TH570904,2.27,0.0,2.27
N-99.8920302-20.3744499,TH570904,2.235,0.0,2.235
N-99.8923631-20.3742493,TH570904,1.85,0.0,1.85
N-99.8937041-20.3741646,TH570904,1.796,0.0,1.796
N-99.8942903-20.3742284,TH570904,1.347,0.0,1.347
N-99.8955039-20.3737952,TH570904,1.29,0.0,1.29
N-99.8960175-20.3744057,TH570904,1.29,0.0,1.29
N-99.8962709-20.3738451,TH570904,1.337,0.0,1.337
N-99.8980731-20.3741836,TH570904,2.488,0.0,2.488
N-99.9005972-20.3743410,TH570904,1.177,0.0,1.177
N-99.9007498-20.3741166,TH570904,2.312,0.0,2.312
N-99.9011089-20.3737217,TH570904,2.279,0.0,2.279
N-99.9032171-20.3745862,TH570904,1.015,0.0,1.015
N-99.9044763-20.3741668,TH570904,3.82,0.0,3.82
N-99.9065727-20.3744029,TH570904,0.948,0.0,0.948
N-99.9065942-20.3743752,TH570904,0.846,0.0,0.846
N-99.9069294-20.3739000,TH570904,2.339,0.0,2.339
N-99.9086112-20.3743098,TH570904,0.78,0.0,0.78
N-99.9092012-20.3742712,TH570904,0.752,0.0,0.752
N-99.9104080-20.3742189,TH570904,1.409,0.0,1.409
N-99.9120050-20.3738309,TH570904,0.646,0.0,0.646
N-99.9124489-20.3742317,TH570904,0.671,0.0,0.671
N-99.9138946-20.3737626,TH570904,1.424,0.0,1.424
N-99.8745728-20.3736339,TH570904,1.282,0.0,1.282
N-99.8754112-20.3734647,TH570904,2.596,0.0,2.596
N-99.8767225-20.3737005,TH570904,3.25,0.0,3.25
N-99.8769980-20.3738187,TH570904,2.654,2.654,0.0
N-99.8785111-20.3741208,TH570904,5.352,5.352,0.0
N-99.8788193-20.3742040,TH570904,2.819,0.0,2.819
N-99.8803464-20.3731664,TH570904,11.245,0.0,11.245
N-99.8820944-20.3731402,TH570904,5.5,0.0,5.5
N-99.8825361-20.3733581,TH570904,5.551,0.0,5.551
N-99.8840019-20.3730702,TH570904,5.555,0.0,5.555
N-99.8847623-20.3736988,TH570904,4.983,0.0,4.983
N-99.8856519-20.3732420,TH570904,4.324,0.0,4.324
N-99.8867142-20.3736959,TH570904,5.04,0.0,5.04
N-99.8873609-20.3733839,TH570904,5.374,0.0,5.374
N-99.8883806-20.3731490,TH570904,4.578,0.0,4.578
N-99.8892832-20.3729596,TH570904,6.667,0.0,6.667
N-99.8905250-20.3733141,TH570904,4.755,0.0,4.755
N-99.8920044-20.3734324,TH570904,2.187,0.0,2.187
N-99.8922031-20.3733863,TH570904,1.803,0.0,1.803
N-99.8934615-20.3730947,TH570904,3.586,0.0,3.586
N-99.8942903-20.3734102,TH570904,1.37,0.0,1.37
N-99.8948749-20.3729310,TH570904,1.294,0.0,1.294
N-99.8960300-20.3733607,TH570904,1.257,0.0,1.257
N-99.8964748-20.3733942,TH570904,2.383,0.0,2.383
N-99.8980897-20.3733153,TH570904,2.411,0.0,2.411
N-99.8986420-20.3734458,TH570904,1.162,0.0,1.162
N-99.9018808-20.3728196,TH570904,3.966,0.0,3.966
N-99.9036355-20.3722092,TH570904,2.629,0.0,2.629
N-99.9068812-20.3739126,TH570904,1.761,0.0,1.761
N-99.9086219-20.3738497,TH570904,1.438,0.0,1.438
N-99.9094885-20.3739121,TH570904,0.747,0.0,0.747
N-99.9102379-20.3734589,TH570904,0.704,0.0,0.704
N-99.9103666-20.3733570,TH570904,0.655,0.0,0.655
N-99.9118978-20.3734347,TH570904,1.313,0.0,1.313
N-99.9140263-20.3737626,TH570904,2.743,0.0,2.743
N-99.9141095-20.3739771,TH570904,1.475,0.0,1.475
N-99.9224353-20.3747777,TH570904,1.171,0.0,1.171
N-99.8620968-20.3614381,TH570904,29.209,29.209,0.0
N-99.8657407-20.3631251,TH570904,19.584,18.893,0.691
N-99.8745907-20.3736249,TH570904,1.254,0.0,1.254
N-99.8754863-20.3730724,TH570904,2.51,0.0,2.51
N-99.8768953-20.3737224,TH570904,2.588,0.0,2.588
N-99.8806107-20.3726117,TH570904,16.007,0.0,16.007
N-99.8811894-20.3724933,TH570904,4.908,0.0,4.908
N-99.8829049-20.3725925,TH570904,4.932,0.0,4.932
N-99.8832630-20.3723586,TH570904,5.589,0.0,5.589
